distance_plan_m,easting_epsg25832,northing_epsg25832,raw_dgm_nhn_m,model_nhn_m,bridge_estimated
3061.81983,352505.17377,5579762.83438,572.67023,572.67174,0.00000
3063.81971,352504.83916,5579764.80597,572.46307,572.46033,0.00000
3065.81959,352504.48952,5579766.77523,572.24487,572.24860,0.00000
3067.81948,352504.12547,5579768.74213,572.03898,572.03881,0.00000
3069.81936,352503.74763,5579770.70666,571.83224,571.82857,0.00000
3071.81924,352503.35661,5579772.66880,571.61690,571.61359,0.00000
3073.81912,352502.95303,5579774.62852,571.39237,571.39568,0.00000
3075.81901,352502.53751,5579776.58580,571.17572,571.18172,0.00000
3077.81889,352502.11065,5579778.54063,570.97713,570.97291,0.00000
3079.81877,352501.67309,5579780.49298,570.76116,570.76492,0.00000
3081.81865,352501.22543,5579782.44283,570.56101,570.55607,0.00000
3083.81853,352500.76843,5579784.39022,570.34599,570.34293,0.00000
3085.81842,352500.30355,5579786.33551,570.12302,570.12608,0.00000
3087.81830,352499.83242,5579788.27912,569.91203,569.90895,0.00000
3089.81818,352499.35668,5579790.22150,569.68885,569.69134,0.00000
3091.81806,352498.87798,5579792.16307,569.47678,569.47274,0.00000
3093.81795,352498.39796,5579794.10427,569.25135,569.25185,0.00000
3095.81783,352497.91826,5579796.04555,569.02827,569.03095,0.00000
3097.81771,352497.44053,5579797.98733,568.81199,568.81298,0.00000
3099.81759,352496.96640,5579799.93004,568.59792,568.59712,0.00000
3101.81748,352496.49752,5579801.87414,568.37868,568.38304,0.00000
3103.81736,352496.03554,5579803.82004,568.17498,568.17060,0.00000
3105.81724,352495.58209,5579805.76819,567.95525,567.95661,0.00000
3107.81712,352495.13878,5579807.71901,567.74438,567.73973,0.00000
3109.81700,352494.70540,5579809.67245,567.51852,567.51974,0.00000
3111.81689,352494.27915,5579811.62773,567.29719,567.30028,0.00000
3113.81677,352493.85705,5579813.58407,567.08332,567.08478,0.00000
3115.81665,352493.43608,5579815.54065,566.87187,566.87278,0.00000
3117.81653,352493.01326,5579817.49666,566.66138,566.66268,0.00000
3119.81642,352492.58559,5579819.45129,566.45863,566.45057,0.00000
3121.81630,352492.15006,5579821.40374,566.22958,566.23343,0.00000
3123.81618,352491.70370,5579823.35320,566.01719,566.01493,0.00000
3125.81606,352491.24348,5579825.29885,565.79526,565.79647,0.00000
3127.81595,352490.76643,5579827.23990,565.57742,565.57894,0.00000
3129.81583,352490.26955,5579829.17553,565.36381,565.36261,0.00000
3131.81571,352489.74983,5579831.10493,565.14658,565.14507,0.00000
3133.81559,352489.20502,5579833.02751,564.92739,564.92428,0.00000
3135.81548,352488.63737,5579834.94388,564.69789,564.70134,0.00000
3137.81536,352488.05076,5579836.85512,564.48173,564.47869,0.00000
3139.81524,352487.44912,5579838.76230,564.25299,564.25632,0.00000
3141.81512,352486.83635,5579840.66652,564.03634,564.03535,0.00000
3143.81500,352486.21635,5579842.56885,563.81397,563.81603,0.00000
3145.81489,352485.59305,5579844.47037,563.59740,563.59965,0.00000
3147.81477,352484.97034,5579846.37215,563.38383,563.38813,0.00000
3149.81465,352484.35212,5579848.27528,563.18456,563.17959,0.00000
3151.81453,352483.74071,5579850.18038,562.96673,562.97104,0.00000
3153.81442,352483.13509,5579852.08712,562.76162,562.76756,0.00000
3155.81430,352482.53386,5579853.99506,562.56764,562.57474,0.00000
3157.81418,352481.93561,5579855.90375,562.39284,562.39055,0.00000
3159.81406,352481.33892,5579857.81277,562.20793,562.20919,0.00000
3161.81395,352480.74240,5579859.72166,562.02261,562.03335,0.00000
3163.81383,352480.14462,5579861.62998,561.86920,561.86758,0.00000
3165.81371,352479.54418,5579863.53729,561.70119,561.70983,0.00000
3167.81359,352478.93967,5579865.44316,561.56014,561.56030,0.00000
3169.81347,352478.32968,5579867.34713,561.41115,561.41858,0.00000
3171.81336,352477.71280,5579869.24877,561.28519,561.28366,0.00000
3173.81324,352477.08762,5579871.14764,561.14968,561.15285,0.00000
3175.81312,352476.45308,5579873.04339,561.02095,561.02779,0.00000
3177.81300,352475.80920,5579874.93604,560.91229,560.90932,0.00000
3179.81289,352475.15624,5579876.82564,560.78881,560.79428,0.00000
3181.81277,352474.49446,5579878.71226,560.68342,560.68352,0.00000
3183.81265,352473.82410,5579880.59596,560.57236,560.57750,0.00000
3185.81253,352473.14541,5579882.47682,560.48014,560.47362,0.00000
3187.81242,352472.45865,5579884.35490,560.36414,560.36856,0.00000
3189.81230,352471.76407,5579886.23027,560.26278,560.26615,0.00000
3191.81218,352471.06191,5579888.10298,560.17010,560.16738,0.00000
3193.81206,352470.35244,5579889.97312,560.06767,560.06840,0.00000
3195.81194,352469.63590,5579891.84073,559.96861,559.96952,0.00000
3197.81183,352468.91255,5579893.70590,559.87033,559.87344,0.00000
3199.81171,352468.18263,5579895.56868,559.77841,559.78244,0.00000
3201.81159,352467.44640,5579897.42914,559.69949,559.69433,0.00000
3203.81147,352466.70411,5579899.28735,559.60260,559.60527,0.00000
3205.81136,352465.95601,5579901.14338,559.51244,559.51990,0.00000
3207.81124,352465.20236,5579902.99728,559.44317,559.44132,0.00000
3209.81112,352464.44339,5579904.84913,559.36728,559.36351,0.00000
3211.81100,352463.67938,5579906.69900,559.27628,559.28582,0.00000
3213.81089,352462.91056,5579908.54694,559.22053,559.21143,0.00000
3215.81077,352462.13719,5579910.39302,559.12407,559.14084,0.00000
3217.81065,352461.35952,5579912.23732,559.08655,559.07815,0.00000
3219.81053,352460.57780,5579914.07989,559.01107,559.01941,0.00000
3221.81041,352459.79229,5579915.92080,558.96567,558.96429,0.00000
3223.81030,352459.00323,5579917.76012,558.91362,558.90983,0.00000
3225.81018,352458.21088,5579919.59792,558.84965,558.85369,0.00000
3227.81006,352457.41549,5579921.43426,558.79883,558.80017,0.00000
3229.80994,352456.61730,5579923.26920,558.74786,558.75174,0.00000
3231.80983,352455.81659,5579925.10282,558.70618,558.70928,0.00000
3233.80971,352455.01369,5579926.93525,558.67157,558.67149,0.00000
3235.80959,352454.20913,5579928.76673,558.63648,558.63418,0.00000
3237.80947,352453.40344,5579930.59752,558.59514,558.59473,0.00000
3239.80936,352452.59716,5579932.42788,558.55298,558.55467,0.00000
3241.80924,352451.79082,5579934.25805,558.51498,558.51656,0.00000
3243.80912,352450.98494,5579936.08830,558.48157,558.48045,0.00000
3245.80900,352450.18007,5579937.91887,558.44140,558.44645,0.00000
3247.80888,352449.37673,5579939.75002,558.41850,558.41526,0.00000
3249.80877,352448.57546,5579941.58200,558.38152,558.38516,0.00000
3251.80865,352447.77679,5579943.41507,558.35829,558.35616,0.00000
3253.80853,352446.98126,5579945.24948,558.32575,558.32743,0.00000
3255.80841,352446.18939,5579947.08549,558.30121,558.29829,0.00000
3257.80830,352445.40159,5579948.92329,558.26408,558.26943,0.00000
3259.80818,352444.61754,5579950.76276,558.24740,558.24118,0.00000
3261.80806,352443.83666,5579952.60363,558.20933,558.21052,0.00000
3263.80794,352443.05836,5579954.44566,558.17507,558.18097,0.00000
3265.80783,352442.28206,5579956.28859,558.15820,558.15592,0.00000
3267.80771,352441.50716,5579958.13218,558.13268,558.13179,0.00000
3269.80759,352440.73308,5579959.97617,558.10101,558.11039,0.00000
3271.80747,352439.95924,5579961.82030,558.09919,558.09497,0.00000
3273.80736,352439.18505,5579963.66433,558.08109,558.08029,0.00000
3275.80724,352438.40992,5579965.50800,558.05819,558.06712,0.00000
3277.80712,352437.63326,5579967.35107,558.06707,558.05671,0.00000
3279.80700,352436.85450,5579969.19327,558.03910,558.04331,0.00000
3281.80688,352436.07304,5579971.03436,558.02724,558.03145,0.00000
3283.80677,352435.28829,5579972.87409,558.02323,558.02643,0.00000
3285.80665,352434.49968,5579974.71220,558.02790,558.02648,0.00000
3287.80653,352433.70663,5579976.54844,558.02199,558.03106,0.00000
3289.80641,352432.90908,5579978.38280,558.04717,558.04016,0.00000
3291.80630,352432.10744,5579980.21543,558.04606,558.04822,0.00000
3293.80618,352431.30211,5579982.04650,558.05512,558.05559,0.00000
3295.80606,352430.49352,5579983.87620,558.06387,558.06489,0.00000
3297.80594,352429.68209,5579985.70468,558.07206,558.07884,0.00000
3299.80583,352428.86822,5579987.53213,558.09930,558.09958,0.00000
3301.80571,352428.05234,5579989.35872,558.12538,558.12291,0.00000
3303.80559,352427.23487,5579991.18461,558.14267,558.14625,0.00000
3305.80547,352426.41622,5579993.00999,558.17102,558.17223,0.00000
3307.80535,352425.59682,5579994.83503,558.20143,558.20074,0.00000
3309.80524,352424.77707,5579996.65990,558.22836,558.23077,0.00000
3311.80512,352423.95740,5579998.48476,558.26071,558.26463,0.00000
3313.80500,352423.13823,5580000.30980,558.30361,558.30284,0.00000
3315.80488,352422.31996,5580002.13519,558.34281,558.34239,0.00000
3317.80477,352421.50303,5580003.96110,558.37915,558.38342,0.00000
3319.80465,352420.68784,5580005.78770,558.42832,558.42727,0.00000
3321.80453,352419.87482,5580007.61517,558.47573,558.46921,0.00000
3323.80441,352419.06438,5580009.44368,558.50314,558.50650,0.00000
3325.80430,352418.25695,5580011.27340,558.54330,558.54404,0.00000
3327.80418,352417.45292,5580013.10450,558.58324,558.58420,0.00000
3329.80406,352416.65274,5580014.93716,558.62415,558.62722,0.00000
3331.80394,352415.85681,5580016.77155,558.67460,558.67242,0.00000
3333.80382,352415.06554,5580018.60785,558.71813,558.71608,0.00000
3335.80371,352414.27937,5580020.44622,558.75763,558.75645,0.00000
3337.80359,352413.49870,5580022.28684,558.79365,558.79526,0.00000
3339.80347,352412.72396,5580024.12988,558.83612,558.83367,0.00000
3341.80335,352411.95555,5580025.97552,558.87088,558.87035,0.00000
3343.80324,352411.19391,5580027.82393,558.90467,558.90594,0.00000
3345.80312,352410.43944,5580029.67527,558.94368,558.94155,0.00000
3347.80300,352409.69257,5580031.52973,558.97299,558.97834,0.00000
3349.80288,352408.95365,5580033.38745,559.01982,559.01781,0.00000
3351.80277,352408.22242,5580035.24833,559.06096,559.05489,0.00000
3353.80265,352407.49826,5580037.11209,559.08619,559.08452,0.00000
3355.80253,352406.78052,5580038.97848,559.11273,559.10676,0.00000
3357.80241,352406.06859,5580040.84724,559.12054,559.12336,0.00000
3359.80229,352405.36181,5580042.71809,559.14328,559.13582,0.00000
3361.80218,352404.65956,5580044.59077,559.14364,559.14113,0.00000
3363.80206,352403.96120,5580046.46502,559.14149,559.13946,0.00000
3365.80194,352403.26610,5580048.34058,559.13628,559.13262,0.00000
3367.80182,352402.57362,5580050.21717,559.11984,559.12194,0.00000
3369.80171,352401.88313,5580052.09454,559.11522,559.10782,0.00000
3371.80159,352401.19400,5580053.97242,559.08651,559.08838,0.00000
3373.80147,352400.50558,5580055.85054,559.06936,559.06495,0.00000
3375.80135,352399.81732,5580057.72868,559.03870,559.03713,0.00000
3377.80124,352399.12906,5580059.60676,559.00653,559.00484,0.00000
3379.80112,352398.44080,5580061.48479,558.97146,558.96833,0.00000
3381.80100,352397.75252,5580063.36277,558.92906,558.92664,0.00000
3383.80088,352397.06421,5580065.24069,558.88327,558.87921,0.00000
3385.80076,352396.37587,5580067.11856,558.82554,558.82727,0.00000
3387.80065,352395.68749,5580068.99637,558.77733,558.77208,0.00000
3389.80053,352394.99906,5580070.87413,558.71438,558.71129,0.00000
3391.80041,352394.31057,5580072.75183,558.64387,558.64570,0.00000
3393.80029,352393.62201,5580074.62947,558.58370,558.57721,0.00000
3395.80018,352392.93337,5580076.50706,558.49971,558.50591,0.00000
3397.80006,352392.24464,5580078.38458,558.44323,558.43245,0.00000
3399.79994,352391.55582,5580080.26205,558.34726,558.35615,0.00000
3401.79982,352390.86690,5580082.13946,558.28215,558.28385,0.00000
3403.79971,352390.17786,5580084.01680,558.21800,558.21548,0.00000
3405.79959,352389.48869,5580085.89408,558.14794,558.14467,0.00000
3407.79947,352388.79940,5580087.77130,558.06808,558.07069,0.00000
3409.79935,352388.10996,5580089.64846,557.99991,557.99487,0.00000
3411.79924,352387.42038,5580091.52555,557.91636,557.91575,0.00000
3413.79912,352386.73064,5580093.40257,557.82829,557.83862,0.00000
3415.79900,352386.04073,5580095.27953,557.77203,557.76858,0.00000
3417.79888,352385.35065,5580097.15643,557.70239,557.69867,0.00000
3419.79876,352384.66038,5580099.03325,557.62318,557.62495,0.00000
3421.79865,352383.96991,5580100.91001,557.55180,557.55029,0.00000
3423.79853,352383.27925,5580102.78670,557.47300,557.47619,0.00000
3425.79841,352382.58837,5580104.66331,557.40744,557.40226,0.00000
3427.79829,352381.89727,5580106.53986,557.32113,557.32829,0.00000
3429.79818,352381.20595,5580108.41634,557.26066,557.25656,0.00000
3431.79806,352380.51438,5580110.29274,557.18452,557.18390,0.00000
3433.79794,352379.82260,5580112.16908,557.10962,557.10892,0.00000
3435.79782,352379.13061,5580114.04536,557.03056,557.03443,0.00000
3437.79771,352378.43844,5580115.92158,556.96540,556.96123,0.00000
3439.79759,352377.74610,5580117.79776,556.88500,556.88753,0.00000
3441.79747,352377.05363,5580119.67390,556.81140,556.81567,0.00000
3443.79735,352376.36103,5580121.55001,556.75639,556.74235,0.00000
3445.79723,352375.66833,5580123.42609,556.65393,556.66221,0.00000
3447.79712,352374.97555,5580125.30215,556.58442,556.58200,0.00000
3449.79700,352374.28271,5580127.17820,556.50181,556.50411,0.00000
3451.79688,352373.58984,5580129.05424,556.42645,556.42862,0.00000
3453.79676,352372.89694,5580130.93029,556.35701,556.35511,0.00000
3455.79665,352372.20404,5580132.80634,556.28148,556.28033,0.00000
3457.79653,352371.51117,5580134.68241,556.20488,556.20266,0.00000
3459.79641,352370.81834,5580136.55851,556.12140,556.12340,0.00000
3461.79629,352370.12557,5580138.43463,556.04332,556.04601,0.00000
3463.79618,352369.43289,5580140.31078,555.97339,555.97060,0.00000
3465.79606,352368.74032,5580142.18698,555.89423,555.89439,0.00000
3467.79594,352368.04799,5580144.06328,555.81447,555.81926,0.00000
3469.79582,352367.35616,5580145.93975,555.75025,555.74641,0.00000
3471.79570,352366.66507,5580147.81649,555.67433,555.67031,0.00000
3473.79559,352365.97499,5580149.69359,555.58998,555.58873,0.00000
3475.79547,352365.28616,5580151.57114,555.49906,555.50808,0.00000
3477.79535,352364.59883,5580153.44923,555.43626,555.43363,0.00000
3479.79523,352363.91326,5580155.32793,555.36170,555.36082,0.00000
3481.79512,352363.22969,5580157.20735,555.28503,555.28726,0.00000
3483.79500,352362.54839,5580159.08758,555.21727,555.21328,0.00000
3485.79488,352361.86961,5580160.96869,555.13604,555.13735,0.00000
3487.79476,352361.19358,5580162.85078,555.06037,555.06132,0.00000
3489.79465,352360.52058,5580164.73394,554.98588,554.98665,0.00000
3491.79453,352359.85065,5580166.61819,554.91660,554.91023,0.00000
3493.79441,352359.18348,5580168.50342,554.82727,554.82985,0.00000
3495.79429,352358.51870,5580170.38950,554.74639,554.75098,0.00000
3497.79417,352357.85598,5580172.27630,554.67756,554.67691,0.00000
3499.79406,352357.19493,5580174.16371,554.60515,554.60429,0.00000
3501.79394,352356.53521,5580176.05159,554.53018,554.53105,0.00000
3503.79382,352355.87646,5580177.93982,554.45975,554.45672,0.00000
3505.79370,352355.21832,5580179.82827,554.37924,554.38052,0.00000
3507.79359,352354.56043,5580181.71682,554.30497,554.30365,0.00000
3509.79347,352353.90244,5580183.60533,554.22358,554.22820,0.00000
3511.79335,352353.24397,5580185.49370,554.15733,554.15552,0.00000
3513.79323,352352.58469,5580187.38178,554.08394,554.08294,0.00000
3515.79312,352351.92422,5580189.26946,554.00813,554.00971,0.00000
3517.79300,352351.26222,5580191.15660,553.93580,553.93820,0.00000
3519.79288,352350.59831,5580193.04309,553.87282,553.86719,0.00000
3521.79276,352349.93215,5580194.92880,553.78934,553.79494,0.00000
3523.79264,352349.26338,5580196.81359,553.72546,553.72522,0.00000
3525.79253,352348.59163,5580198.69735,553.65681,553.65922,0.00000
3527.79241,352347.91655,5580200.57994,553.59250,553.59858,0.00000
3529.79229,352347.23778,5580202.46125,553.54494,553.54447,0.00000
3531.79217,352346.55497,5580204.34115,553.49314,553.49295,0.00000
3533.79206,352345.86775,5580206.21951,553.44117,553.44141,0.00000
3535.79194,352345.17576,5580208.09620,553.39043,553.39027,0.00000
3537.79182,352344.47860,5580209.97107,553.33522,553.34295,0.00000
3539.79170,352343.77529,5580211.84369,553.30214,553.30341,0.00000
3541.79159,352343.06460,5580213.71348,553.26794,553.26915,0.00000
3543.79147,352342.34528,5580215.57985,553.23949,553.23526,0.00000
3545.79135,352341.61606,5580217.44222,553.19515,553.20139,0.00000
3547.79123,352340.87571,5580219.30002,553.16854,553.17311,0.00000
3549.79112,352340.12298,5580221.15265,553.15606,553.14909,0.00000
3551.79100,352339.35660,5580222.99954,553.11499,553.12706,0.00000
3553.79088,352338.57590,5580224.84035,553.11326,553.11217,0.00000
3555.79076,352337.78282,5580226.67593,553.10488,553.09924,0.00000
3557.79064,352336.98005,5580228.50746,553.07926,553.08312,0.00000
3559.79053,352336.17031,5580230.33612,553.06740,553.06737,0.00000
3561.79041,352335.35630,5580232.16310,553.05656,553.05037,0.00000
3563.79029,352334.54072,5580233.98958,553.02595,553.02985,0.00000
3565.79017,352333.72624,5580235.81672,553.00904,553.01070,0.00000
3567.79006,352332.91361,5580237.64479,552.99467,552.99515,0.00000
3569.78994,352332.10024,5580239.47253,552.97845,552.98277,0.00000
3571.78982,352331.28322,5580241.29850,552.97902,552.97108,0.00000
3573.78970,352330.45964,5580243.12129,552.95138,552.95690,0.00000
3575.78959,352329.62661,5580244.93946,552.94401,552.94415,0.00000
3577.78947,352328.78120,5580246.75161,552.93452,552.93305,0.00000
3579.78935,352327.92053,5580248.55629,552.92137,552.92065,0.00000
3581.78923,352327.04168,5580250.35210,552.90658,552.90684,0.00000
3583.78911,352326.14261,5580252.13799,552.89439,552.89186,0.00000
3585.78900,352325.22381,5580253.91406,552.87199,552.87680,0.00000
3587.78888,352324.28625,5580255.68063,552.86675,552.86249,0.00000
3589.78876,352323.33089,5580257.43800,552.85029,552.84302,0.00000
3591.78864,352322.35871,5580259.18648,552.81383,552.81601,0.00000
3593.78853,352321.37066,5580260.92638,552.78782,552.78679,0.00000
3595.78841,352320.36771,5580262.65801,552.75650,552.75713,0.00000
3597.78829,352319.35083,5580264.38169,552.73253,552.72264,0.00000
3599.78817,352318.32098,5580266.09772,552.68124,552.67763,0.00000
3601.78806,352317.27912,5580267.80641,552.62289,552.62540,0.00000
3603.78794,352316.22586,5580269.50792,552.57631,552.56992,0.00000
3605.78782,352315.16129,5580271.20220,552.51130,552.50772,0.00000
3607.78770,352314.08545,5580272.88917,552.44055,552.43765,0.00000
3609.78758,352312.99835,5580274.56874,552.36425,552.36137,0.00000
3611.78747,352311.90003,5580276.24083,552.28104,552.28034,0.00000
3613.78735,352310.79052,5580277.90537,552.19874,552.19525,0.00000
3615.78723,352309.66985,5580279.56228,552.10786,552.10476,0.00000
3617.78711,352308.53806,5580281.21148,552.01122,552.00761,0.00000
3619.78700,352307.39518,5580282.85288,551.90824,551.90214,0.00000
3621.78688,352306.24123,5580284.48641,551.79212,551.78635,0.00000
3623.78676,352305.07625,5580286.11199,551.66139,551.66235,0.00000
3625.78664,352303.90026,5580287.72953,551.53793,551.53464,0.00000
3627.78653,352302.71342,5580289.33906,551.40283,551.40478,0.00000
3629.78641,352301.51610,5580290.94083,551.27775,551.27253,0.00000
3631.78629,352300.30877,5580292.53513,551.13714,551.13535,0.00000
3633.78617,352299.09185,5580294.12224,550.99400,550.99356,0.00000
3635.78605,352297.86580,5580295.70247,550.85313,550.84797,0.00000
3637.78594,352296.63106,5580297.27610,550.69453,550.69925,0.00000
3639.78582,352295.38806,5580298.84342,550.55619,550.54951,0.00000
3641.78570,352294.13724,5580300.40471,550.39133,550.39914,0.00000
3643.78558,352292.87857,5580301.95982,550.25607,550.25010,0.00000
3645.78547,352291.61151,5580303.50808,550.09862,550.09946,0.00000
3647.78535,352290.33553,5580305.04884,549.94660,549.94769,0.00000
3649.78523,352289.05006,5580306.58143,549.79652,549.79726,0.00000
3651.78511,352287.75457,5580308.10519,549.64927,549.64751,0.00000
3653.78500,352286.44849,5580309.61944,549.49394,549.49861,0.00000
3655.78488,352285.13128,5580311.12353,549.35549,549.35122,0.00000
3657.78476,352283.80240,5580312.61679,549.20104,549.20315,0.00000
3659.78464,352282.46179,5580314.09912,549.05480,549.05594,0.00000
3661.78452,352281.10999,5580315.57110,548.90868,548.91186,0.00000
3663.78441,352279.74759,5580317.03337,548.77420,548.76906,0.00000
3665.78429,352278.37518,5580318.48655,548.62154,548.62447,0.00000
3667.78417,352276.99334,5580319.93129,548.48093,548.47955,0.00000
3669.78405,352275.60266,5580321.36822,548.33484,548.33454,0.00000
3671.78394,352274.20373,5580322.79796,548.18702,548.18999,0.00000
3673.78382,352272.79714,5580324.22115,548.05018,548.04600,0.00000
3675.78370,352271.38347,5580325.63842,547.89874,547.90057,0.00000
3677.78358,352269.96331,5580327.05041,547.75397,547.75561,0.00000
3679.78347,352268.53724,5580328.45774,547.61422,547.61169,0.00000
3681.78335,352267.10573,5580329.86088,547.46551,547.46672,0.00000
3683.78323,352265.66840,5580331.25913,547.32398,547.32000,0.00000
3685.78311,352264.22456,5580332.65131,547.16769,547.17240,0.00000
3687.78299,352262.77351,5580334.03627,547.02676,547.02766,0.00000
3689.78288,352261.31452,5580335.41283,546.88665,546.88525,0.00000
3691.78276,352259.84692,5580336.77984,546.74144,546.74289,0.00000
3693.78264,352258.36998,5580338.13612,546.60181,546.60091,0.00000
3695.78252,352256.88301,5580339.48052,546.45739,546.45958,0.00000
3697.78241,352255.38530,5580340.81185,546.32227,546.31817,0.00000
3699.78229,352253.87615,5580342.12897,546.17138,546.17568,0.00000
3701.78217,352252.35486,5580343.43070,546.03937,546.03181,0.00000
3703.78205,352250.82071,5580344.71588,545.88064,545.88493,0.00000
3705.78194,352249.27302,5580345.98334,545.73852,545.73843,0.00000
3707.78182,352247.71107,5580347.23192,545.59437,545.59277,0.00000
3709.78170,352246.13416,5580348.46045,545.44582,545.44604,0.00000
3711.78158,352244.54159,5580349.66776,545.29787,545.29947,0.00000
3713.78147,352242.93266,5580350.85268,545.15451,545.15406,0.00000
3715.78135,352241.30665,5580352.01406,545.01035,545.00835,0.00000
3717.78123,352239.66292,5580353.15080,544.85750,544.86312,0.00000
3719.78111,352238.00319,5580354.26523,544.72491,544.71999,0.00000
3721.78099,352236.33264,5580355.36468,544.57181,544.57735,0.00000
3723.78088,352234.65671,5580356.45686,544.44096,544.43515,0.00000
3725.78076,352232.98086,5580357.54947,544.28749,544.29236,0.00000
3727.78064,352231.31004,5580358.64951,544.15196,544.15172,0.00000
3729.78052,352229.64445,5580359.75715,544.01006,544.01559,0.00000
3731.78041,352227.98167,5580360.86871,543.88496,543.88452,0.00000
3733.78029,352226.31923,5580361.98049,543.75587,543.75623,0.00000
3735.78017,352224.65465,5580363.08878,543.62493,543.63133,0.00000
3737.78005,352222.98546,5580364.18986,543.51406,543.51138,0.00000
3739.77994,352221.30919,5580365.28002,543.39022,543.39412,0.00000
3741.77982,352219.62342,5580366.35560,543.27848,543.28051,0.00000
3743.77970,352217.92697,5580367.41468,543.17039,543.17121,0.00000
3745.77958,352216.22021,5580368.45747,543.06086,543.06599,0.00000
3747.77946,352214.50363,5580369.48435,542.96984,542.96253,0.00000
3749.77935,352212.77772,5580370.49567,542.85392,542.85592,0.00000
3751.77923,352211.04296,5580371.49179,542.74719,542.74931,0.00000
3753.77911,352209.29982,5580372.47306,542.64076,542.64865,0.00000
3755.77899,352207.54879,5580373.43987,542.56092,542.55292,0.00000
3757.77888,352205.79046,5580374.39299,542.45001,542.45750,0.00000
3759.77876,352204.02559,5580375.33375,542.36470,542.36641,0.00000
3761.77864,352202.25490,5580376.26352,542.27938,542.28026,0.00000
3763.77852,352200.47917,5580377.18365,542.19904,542.19431,0.00000
3765.77841,352198.69913,5580378.09551,542.10010,542.10829,0.00000
3767.77829,352196.91554,5580379.00047,542.02955,542.02599,0.00000
3769.77817,352195.12914,5580379.89988,541.94265,541.94552,0.00000
3771.77805,352193.34061,5580380.79496,541.86660,541.86613,0.00000
3773.77793,352191.55025,5580381.68631,541.78777,541.78674,0.00000
3775.77782,352189.75827,5580382.57435,541.70885,541.70443,0.00000
3777.77770,352187.96490,5580383.45951,541.61496,541.61964,0.00000
3779.77758,352186.17035,5580384.34223,541.53839,541.53603,0.00000
3781.77746,352184.37483,5580385.22291,541.45019,541.45410,0.00000
3783.77735,352182.57856,5580386.10201,541.37586,541.37339,0.00000
3785.77723,352180.78175,5580386.97993,541.29512,541.29012,0.00000
3787.77711,352178.98462,5580387.85711,541.19719,541.20452,0.00000
3789.77699,352177.18736,5580388.73394,541.12604,541.12067,0.00000
3791.77688,352175.39004,5580389.61055,541.03350,541.03665,0.00000
3793.77676,352173.59265,5580390.48692,540.95395,540.95266,0.00000
3795.77664,352171.79518,5580391.36307,540.86904,540.86863,0.00000
3797.77652,352169.99763,5580392.23897,540.78275,540.78509,0.00000
3799.77640,352168.20000,5580393.11464,540.70148,540.70453,0.00000
3801.77629,352166.40227,5580393.99005,540.63188,540.62450,0.00000
3803.77617,352164.60444,5580394.86522,540.53753,540.54127,0.00000
3805.77605,352162.80651,5580395.74013,540.45606,540.45924,0.00000
3807.77593,352161.00847,5580396.61479,540.38519,540.37849,0.00000
3809.77582,352159.21032,5580397.48917,540.29161,540.29505,0.00000
3811.77570,352157.41205,5580398.36330,540.21124,540.21202,0.00000
3813.77558,352155.61366,5580399.23714,540.13130,540.13084,0.00000
3815.77546,352153.81514,5580400.11072,540.04970,540.05012,0.00000
3817.77535,352152.01648,5580400.98401,539.96848,539.97017,0.00000
3819.77523,352150.21768,5580401.85702,539.89442,539.89011,0.00000
3821.77511,352148.41873,5580402.72973,539.80440,539.80903,0.00000
3823.77499,352146.61963,5580403.60216,539.73159,539.72925,0.00000
3825.77487,352144.82038,5580404.47428,539.64752,539.65069,0.00000
3827.77476,352143.02096,5580405.34611,539.57613,539.57251,0.00000
3829.77464,352141.22138,5580406.21763,539.49126,539.49340,0.00000
3831.77452,352139.42162,5580407.08883,539.41503,539.41413,0.00000
3833.77440,352137.62169,5580407.95972,539.33591,539.33424,0.00000
3835.77429,352135.82157,5580408.83030,539.25080,539.25432,0.00000
3837.77417,352134.02126,5580409.70054,539.17553,539.17743,0.00000
3839.77405,352132.22076,5580410.57047,539.10660,539.10143,0.00000
3841.77393,352130.42006,5580411.44005,539.02152,539.02258,0.00000
3843.77382,352128.61915,5580412.30931,538.93903,538.94468,0.00000
3845.77370,352126.81803,5580413.17822,538.87586,538.86904,0.00000
3847.77358,352125.01670,5580414.04678,538.78862,538.79088,0.00000
3849.77346,352123.21514,5580414.91500,538.71319,538.71037,0.00000
3851.77335,352121.41336,5580415.78286,538.62830,538.62858,0.00000
3853.77323,352119.61135,5580416.65037,538.54110,538.54947,0.00000
3855.77311,352117.80909,5580417.51751,538.48243,538.47415,0.00000
3857.77299,352116.00660,5580418.38429,538.39420,538.39589,0.00000
3859.77287,352114.20386,5580419.25069,538.31786,538.31435,0.00000
3861.77276,352112.40086,5580420.11672,538.22496,538.23417,0.00000
3863.77264,352110.59760,5580420.98237,538.16348,538.15865,0.00000
3865.77252,352108.79408,5580421.84764,538.08198,538.08427,0.00000
3867.77240,352106.99029,5580422.71252,538.00834,538.01154,0.00000
3869.77229,352105.18622,5580423.57700,537.94403,537.94123,0.00000
3871.77217,352103.38188,5580424.44109,537.86999,537.86965,0.00000
3873.77205,352101.57725,5580425.30478,537.79872,537.79437,0.00000
3875.77193,352099.77232,5580426.16806,537.71540,537.71421,0.00000
3877.77182,352097.96710,5580427.03094,537.63027,537.63070,0.00000
3879.77170,352096.16158,5580427.89340,537.55019,537.54388,0.00000
