distance_plan_m,easting_epsg25832,northing_epsg25832,raw_dgm_nhn_m,model_nhn_m,bridge_estimated
12921.23966,357353.02202,5582297.14487,602.22587,602.22727,0.00000
12923.23954,357352.68501,5582299.11530,602.53390,602.53110,0.00000
12925.23942,357352.35228,5582301.08683,602.83131,602.83507,0.00000
12927.23931,357352.02396,5582303.05959,603.14045,603.14186,0.00000
12929.23919,357351.70018,5582305.03371,603.45190,603.45141,0.00000
12931.23907,357351.38106,5582307.00931,603.76142,603.76192,0.00000
12933.23895,357351.06674,5582308.98652,604.06988,604.07522,0.00000
12935.23883,357350.75733,5582310.96548,604.39460,604.39239,0.00000
12937.23872,357350.45396,5582312.94634,604.71201,604.70842,0.00000
12939.23860,357350.16621,5582314.92942,605.02016,605.01989,0.00000
12941.23848,357349.90804,5582316.91516,605.33216,605.32669,0.00000
12943.23836,357349.69343,5582318.90399,605.62644,605.62879,0.00000
12945.23825,357349.53637,5582320.89634,605.93510,605.92551,0.00000
12947.23813,357349.45084,5582322.89263,606.21613,606.21273,0.00000
12949.23801,357349.44506,5582324.89234,606.49042,606.49344,0.00000
12951.23789,357349.51274,5582326.89256,606.77762,606.77166,0.00000
12953.23778,357349.64534,5582328.89001,607.04788,607.04402,0.00000
12955.23766,357349.83477,5582330.88173,607.30795,607.31165,0.00000
12957.23754,357350.07614,5582332.86699,607.58278,607.57843,0.00000
12959.23742,357350.36609,5582334.84592,607.84215,607.84314,0.00000
12961.23731,357350.70736,5582336.81698,608.10838,608.10539,0.00000
12963.23719,357351.10946,5582338.77676,608.36500,608.36536,0.00000
12965.23707,357351.58229,5582340.72172,608.62360,608.62466,0.00000
12967.23695,357352.13635,5582342.64604,608.88614,608.88350,0.00000
12969.23683,357352.78336,5582344.53947,609.14199,609.13796,0.00000
12971.23672,357353.53461,5582346.39155,609.39268,609.38240,0.00000
12973.23660,357354.38728,5582348.19956,609.61518,609.61407,0.00000
12975.23648,357355.32384,5582349.96885,609.84561,609.83433,0.00000
12977.23636,357356.32609,5582351.70518,610.03952,610.04600,0.00000
12979.23625,357357.37580,5582353.41428,610.26078,610.25596,0.00000
12981.23613,357358.45579,5582355.10176,610.46204,610.46490,0.00000
12983.23601,357359.55730,5582356.77215,610.67987,610.66965,0.00000
12985.23589,357360.67554,5582358.42944,610.86455,610.86733,0.00000
12987.23578,357361.80576,5582360.07765,611.06367,611.06127,0.00000
12989.23566,357362.94328,5582361.72073,611.25675,611.25054,0.00000
12991.23554,357364.08519,5582363.36109,611.43529,611.43046,0.00000
12993.23542,357365.23104,5582364.99904,611.60525,611.59995,0.00000
12995.23530,357366.38055,5582366.63476,611.76412,611.76102,0.00000
12997.23519,357367.53342,5582368.26841,611.90975,611.92240,0.00000
12999.23507,357368.68938,5582369.90017,612.09564,612.09211,0.00000
13001.23495,357369.84812,5582371.53020,612.26353,612.26584,0.00000
13003.23483,357371.00937,5582373.15867,612.43933,612.44123,0.00000
13005.23472,357372.17284,5582374.78576,612.62279,612.61676,0.00000
13007.23460,357373.33823,5582376.41163,612.78335,612.79148,0.00000
13009.23448,357374.50527,5582378.03645,612.97370,612.96852,0.00000
13011.23436,357375.67367,5582379.66039,613.14229,613.14604,0.00000
13013.23425,357376.84313,5582381.28363,613.32692,613.32269,0.00000
13015.23413,357378.01338,5582382.90633,613.49867,613.49531,0.00000
13017.23401,357379.18412,5582384.52866,613.66299,613.66255,0.00000
13019.23389,357380.35520,5582386.15072,613.82960,613.82540,0.00000
13021.23377,357381.52652,5582387.77258,613.98442,613.98283,0.00000
13023.23366,357382.69798,5582389.39429,614.14051,614.13328,0.00000
13025.23354,357383.86949,5582391.01592,614.27496,614.27626,0.00000
13027.23342,357385.04097,5582392.63754,614.42098,614.41340,0.00000
13029.23330,357386.21233,5582394.25919,614.54095,614.54587,0.00000
13031.23319,357387.38346,5582395.88095,614.68269,614.67637,0.00000
13033.23307,357388.55428,5582397.50287,614.80127,614.80446,0.00000
13035.23295,357389.72469,5582399.12501,614.93377,614.93135,0.00000
13037.23283,357390.89461,5582400.74745,615.05874,615.05538,0.00000
13039.23272,357392.06394,5582402.37023,615.17729,615.17348,0.00000
13041.23260,357393.23260,5582403.99342,615.28586,615.28634,0.00000
13043.23248,357394.40048,5582405.61709,615.39914,615.39552,0.00000
13045.23236,357395.56750,5582407.24129,615.50450,615.49847,0.00000
13047.23224,357396.73357,5582408.86608,615.59387,615.59342,0.00000
13049.23213,357397.89859,5582410.49154,615.68946,615.68094,0.00000
13051.23201,357399.06248,5582412.11771,615.75707,615.76272,0.00000
13053.23189,357400.22513,5582413.74466,615.84639,615.84357,0.00000
13055.23177,357401.38647,5582415.37245,615.93023,615.91900,0.00000
13057.23166,357402.54639,5582417.00114,615.97938,615.98610,0.00000
13059.23154,357403.70481,5582418.63080,616.05552,616.05200,0.00000
13061.23142,357404.86163,5582420.26149,616.11771,616.11640,0.00000
13063.23130,357406.01677,5582421.89326,616.18131,616.17541,0.00000
13065.23119,357407.17013,5582423.52618,616.22771,616.22846,0.00000
13067.23107,357408.32161,5582425.16031,616.27921,616.27843,0.00000
13069.23095,357409.47114,5582426.79571,616.33212,616.32344,0.00000
13071.23083,357410.61861,5582428.43245,616.36077,616.35934,0.00000
13073.23071,357411.76405,5582430.07051,616.39013,616.38926,0.00000
13075.23060,357412.91028,5582431.70823,616.41659,616.41692,0.00000
13077.23048,357414.06298,5582433.34225,616.44907,616.43959,0.00000
13079.23036,357415.22793,5582434.96913,616.45576,616.45281,0.00000
13081.23024,357416.41101,5582436.58515,616.45212,616.46421,0.00000
13083.23013,357417.61893,5582438.18379,616.48863,616.48151,0.00000
13085.23001,357418.85889,5582439.75686,616.49645,616.49857,0.00000
13087.22989,357420.13807,5582441.29617,616.51950,616.51004,0.00000
13089.22977,357421.46369,5582442.79355,616.51387,616.51110,0.00000
13091.22966,357422.84293,5582444.24079,616.51441,616.49662,0.00000
13093.22954,357424.28024,5582445.63173,616.46168,616.46546,0.00000
13095.22942,357425.77198,5582446.96617,616.43086,616.42643,0.00000
13097.22930,357427.31299,5582448.24497,616.38828,616.38143,0.00000
13099.22918,357428.89815,5582449.46902,616.32272,616.33244,0.00000
13101.22907,357430.52328,5582450.63806,616.29374,616.28447,0.00000
13103.22895,357432.18734,5582451.74825,616.23071,616.23406,0.00000
13105.22883,357433.88987,5582452.79509,616.18186,616.18302,0.00000
13107.22871,357435.62780,5582453.78100,616.13730,616.13274,0.00000
13109.22860,357437.39337,5582454.72075,616.07093,616.08597,0.00000
13111.22848,357439.17836,5582455.63035,616.05481,616.04787,0.00000
13113.22836,357440.97713,5582456.51838,616.00725,616.01326,0.00000
13115.22824,357442.79524,5582457.36113,615.98296,615.98024,0.00000
13117.22813,357444.64129,5582458.12617,615.94763,615.94691,0.00000
13119.22801,357446.52360,5582458.78194,615.91155,615.91225,0.00000
13121.22789,357448.44248,5582459.32475,615.87782,615.87772,0.00000
13123.22777,357450.38847,5582459.78459,615.84307,615.84420,0.00000
13125.22766,357452.35158,5582460.19347,615.80948,615.81395,0.00000
13127.22754,357454.32179,5582460.58337,615.78793,615.78926,0.00000
13129.22742,357456.28997,5582460.98228,615.76577,615.77031,0.00000
13131.22730,357458.25571,5582461.37923,615.75587,615.75675,0.00000
13133.22718,357460.22344,5582461.74132,615.74723,615.74492,0.00000
13135.22707,357462.19767,5582462.03541,615.73402,615.72989,0.00000
13137.22695,357464.18285,5582462.22870,615.70694,615.71251,0.00000
13139.22683,357466.17952,5582462.30744,615.69975,615.69674,0.00000
13141.22671,357468.18241,5582462.28664,615.68013,615.68100,0.00000
13143.22660,357470.18575,5582462.18365,615.66622,615.66346,0.00000
13145.22648,357472.18382,5582462.01574,615.64474,615.64306,0.00000
13147.22636,357474.17347,5582461.79478,615.61719,615.62224,0.00000
13149.22624,357476.15522,5582461.52493,615.60568,615.60510,0.00000
13151.22613,357478.12985,5582461.20976,615.58729,615.59213,0.00000
13153.22601,357480.09816,5582460.85285,615.58397,615.58307,0.00000
13155.22589,357482.06094,5582460.45778,615.57659,615.57456,0.00000
13157.22577,357484.01806,5582460.02614,615.56341,615.56469,0.00000
13159.22565,357485.96511,5582459.55033,615.55416,615.55516,0.00000
13161.22554,357487.89644,5582459.02007,615.54970,615.54475,0.00000
13163.22542,357489.80641,5582458.42513,615.52941,615.53091,0.00000
13165.22530,357491.68937,5582457.75522,615.51751,615.51479,0.00000
13167.22518,357493.54122,5582457.00385,615.49645,615.49704,0.00000
13169.22507,357495.36663,5582456.18591,615.47723,615.47960,0.00000
13171.22495,357497.17339,5582455.32386,615.46614,615.46262,0.00000
13173.22483,357498.96889,5582454.43899,615.44516,615.44272,0.00000
13175.22471,357500.75632,5582453.54000,615.41573,615.42180,0.00000
13177.22460,357502.53639,5582452.62808,615.40652,615.40363,0.00000
13179.22448,357504.30974,5582451.70432,615.38616,615.38491,0.00000
13181.22436,357506.07702,5582450.76980,615.36503,615.36268,0.00000
13183.22424,357507.83890,5582449.82560,615.33857,615.33660,0.00000
13185.22412,357509.59595,5582448.87269,615.30682,615.30781,0.00000
13187.22401,357511.34862,5582447.91187,615.28060,615.27720,0.00000
13189.22389,357513.09736,5582446.94392,615.24372,615.24413,0.00000
13191.22377,357514.84262,5582445.96963,615.20891,615.21047,0.00000
13193.22365,357516.58486,5582444.98978,615.17960,615.17694,0.00000
13195.22354,357518.32452,5582444.00516,615.14195,615.14148,0.00000
13197.22342,357520.06204,5582443.01654,615.10471,615.10400,0.00000
13199.22330,357521.79789,5582442.02472,615.06574,615.06535,0.00000
13201.22318,357523.53250,5582441.03049,615.02556,615.02620,0.00000
13203.22307,357525.26633,5582440.03461,614.98836,614.98646,0.00000
13205.22295,357526.99983,5582439.03789,614.94539,614.94514,0.00000
13207.22283,357528.73345,5582438.04110,614.90244,614.90237,0.00000
13209.22271,357530.46763,5582437.04502,614.86214,614.85717,0.00000
13211.22259,357532.20282,5582436.05045,614.80441,614.80946,0.00000
13213.22248,357533.93948,5582435.05817,614.76747,614.76120,0.00000
13215.22236,357535.67805,5582434.06896,614.70670,614.71169,0.00000
13217.22224,357537.41898,5582433.08360,614.66509,614.66329,0.00000
13219.22212,357539.16273,5582432.10289,614.61354,614.61651,0.00000
13221.22201,357540.90973,5582431.12760,614.57437,614.56920,0.00000
13223.22189,357542.66045,5582430.15852,614.51998,614.51720,0.00000
13225.22177,357544.41532,5582429.19644,614.45926,614.46122,0.00000
13227.22165,357546.17481,5582428.24213,614.40545,614.40546,0.00000
13229.22154,357547.93935,5582427.29639,614.35015,614.35037,0.00000
13231.22142,357549.70939,5582426.36000,614.29842,614.29323,0.00000
13233.22130,357551.48581,5582425.43493,614.22975,614.23314,0.00000
13235.22118,357553.27113,5582424.52801,614.17281,614.17392,0.00000
13237.22106,357555.06835,5582423.64735,614.11990,614.11464,0.00000
13239.22095,357556.88044,5582422.80103,614.05046,614.05222,0.00000
13241.22083,357558.71038,5582421.99717,613.98760,613.98972,0.00000
13243.22071,357560.56111,5582421.24373,613.93197,613.92812,0.00000
13245.22059,357562.43285,5582420.54221,613.86175,613.86567,0.00000
13247.22048,357564.32166,5582419.88415,613.80862,613.80170,0.00000
13249.22036,357566.22327,5582419.26025,613.73253,613.73211,0.00000
13251.22024,357568.13340,5582418.66122,613.66587,613.65181,0.00000
13253.22012,357570.04800,5582418.07827,613.56079,613.55501,0.00000
13255.22001,357571.96570,5582417.50842,613.44677,613.44490,0.00000
13257.21989,357573.88678,5582416.95229,613.33130,613.32819,0.00000
13259.21977,357575.81155,5582416.41056,613.20515,613.20863,0.00000
13261.21965,357577.74033,5582415.88389,613.09581,613.08551,0.00000
13263.21954,357579.67340,5582415.37292,612.95576,612.95319,0.00000
13265.21942,357581.61062,5582414.87700,612.81310,612.81350,0.00000
13267.21930,357583.55135,5582414.39409,612.67578,612.66913,0.00000
13269.21918,357585.49494,5582413.92209,612.51881,612.51858,0.00000
13271.21906,357587.44074,5582413.45892,612.36481,612.36474,0.00000
13273.21895,357589.38809,5582413.00246,612.20841,612.21140,0.00000
13275.21883,357591.33650,5582412.55106,612.06505,612.05705,0.00000
13277.21871,357593.28578,5582412.10392,611.89525,611.89787,0.00000
13279.21859,357595.23582,5582411.66041,611.73905,611.73604,0.00000
13281.21848,357597.18647,5582411.21985,611.57086,611.57393,0.00000
13283.21836,357599.13762,5582410.78159,611.41203,611.41464,0.00000
13285.21824,357601.08912,5582410.34497,611.25908,611.25954,0.00000
13287.21812,357603.04086,5582409.90935,611.10442,611.10851,0.00000
13289.21801,357604.99270,5582409.47404,610.95953,610.96383,0.00000
13291.21789,357606.94451,5582409.03841,610.82393,610.82639,0.00000
13293.21777,357608.89615,5582408.60180,610.69325,610.69420,0.00000
13295.21765,357610.84751,5582408.16354,610.56231,610.56649,0.00000
13297.21753,357612.79845,5582407.72297,610.44169,610.44437,0.00000
13299.21742,357614.74885,5582407.27945,610.32874,610.32603,0.00000
13301.21730,357616.69843,5582406.83192,610.20136,610.21151,0.00000
13303.21718,357618.64658,5582406.37820,610.10676,610.10392,0.00000
13305.21706,357620.59261,5582405.91589,609.99746,609.99974,0.00000
13307.21695,357622.53581,5582405.44261,609.89564,609.89797,0.00000
13309.21683,357624.47550,5582404.95595,609.79915,609.79932,0.00000
13311.21671,357626.41097,5582404.45352,609.70252,609.70122,0.00000
13313.21659,357628.34159,5582403.93311,609.60456,609.60015,0.00000
13315.21648,357630.26750,5582403.39536,609.49239,609.49623,0.00000
13317.21636,357632.18951,5582402.84323,609.39378,609.39335,0.00000
13319.21624,357634.10845,5582402.27975,609.29245,609.29080,0.00000
13321.21612,357636.02514,5582401.70795,609.18779,609.18565,0.00000
13323.21600,357637.94041,5582401.13087,609.07806,609.07717,0.00000
13325.21589,357639.85506,5582400.55153,608.96748,608.96600,0.00000
13327.21577,357641.76968,5582399.97201,608.85310,608.85302,0.00000
13329.21565,357643.68423,5582399.39232,608.73776,608.74024,0.00000
13331.21553,357645.59864,5582398.81219,608.63132,608.62810,0.00000
13333.21542,357647.51282,5582398.23134,608.51400,608.51479,0.00000
13335.21530,357649.42667,5582397.64949,608.39878,608.40270,0.00000
13337.21518,357651.34010,5582397.06639,608.29429,608.29430,0.00000
13339.21506,357653.25302,5582396.48174,608.18941,608.18635,0.00000
13341.21495,357655.16535,5582395.89529,608.07602,608.07602,0.00000
13343.21483,357657.07700,5582395.30674,607.96164,607.96614,0.00000
13345.21471,357658.98787,5582394.71584,607.86260,607.85860,0.00000
13347.21459,357660.89787,5582394.12231,607.74651,607.75185,0.00000
13349.21447,357662.80691,5582393.52587,607.65157,607.64547,0.00000
13351.21436,357664.71491,5582392.92625,607.53442,607.53718,0.00000
13353.21424,357666.62178,5582392.32317,607.42894,607.42867,0.00000
13355.21412,357668.52741,5582391.71637,607.32049,607.32132,0.00000
13357.21400,357670.43173,5582391.10556,607.21469,607.21463,0.00000
13359.21389,357672.33465,5582390.49049,607.10967,607.10792,0.00000
13361.21377,357674.23607,5582389.87086,606.99449,607.00395,0.00000
13363.21365,357676.13590,5582389.24641,606.91061,606.90550,0.00000
13365.21353,357678.03406,5582388.61687,606.80565,606.80794,0.00000
13367.21342,357679.93045,5582387.98195,606.71085,606.70984,0.00000
13369.21330,357681.82499,5582387.34140,606.61332,606.61013,0.00000
13371.21318,357683.71758,5582386.69493,606.50650,606.50715,0.00000
13373.21306,357685.60814,5582386.04226,606.40593,606.40152,0.00000
13375.21294,357687.49656,5582385.38314,606.28672,606.29653,0.00000
13377.21283,357689.38278,5582384.71728,606.20088,606.19625,0.00000
13379.21271,357691.26668,5582384.04440,606.09607,606.09601,0.00000
13381.21259,357693.14820,5582383.36424,605.99614,605.99205,0.00000
13383.21247,357695.02722,5582382.67653,605.88338,605.88516,0.00000
13385.21236,357696.90367,5582381.98098,605.77527,605.78091,0.00000
13387.21224,357698.77746,5582381.27732,605.68037,605.68438,0.00000
13389.21212,357700.64849,5582380.56529,605.59554,605.59329,0.00000
13391.21200,357702.51667,5582379.84461,605.50278,605.50156,0.00000
13393.21189,357704.38192,5582379.11500,605.40977,605.40639,0.00000
13395.21177,357706.24414,5582378.37618,605.30491,605.30951,0.00000
13397.21165,357708.10325,5582377.62790,605.21612,605.21432,0.00000
13399.21153,357709.95914,5582376.86986,605.11926,605.11959,0.00000
13401.21142,357711.81115,5582376.10093,605.02573,605.02275,0.00000
13403.21130,357713.65737,5582375.31818,604.92644,604.91992,0.00000
13405.21118,357715.49575,5582374.51846,604.81058,604.80903,0.00000
13407.21106,357717.32425,5582373.69863,604.69175,604.69457,0.00000
13409.21094,357719.14081,5582372.85554,604.58346,604.58043,0.00000
13411.21083,357720.94339,5582371.98605,604.46202,604.46745,0.00000
13413.21071,357722.72995,5582371.08701,604.35833,604.35709,0.00000
13415.21059,357724.49843,5582370.15527,604.25280,604.24423,0.00000
13417.21047,357726.24678,5582369.18768,604.11981,604.12616,0.00000
13419.21036,357727.97296,5582368.18111,604.01030,604.00921,0.00000
13421.21024,357729.67526,5582367.13316,603.89336,603.89434,0.00000
13423.21012,357731.35412,5582366.04606,603.78061,603.77972,0.00000
13425.21000,357733.01075,5582364.92376,603.66522,603.66494,0.00000
13427.20989,357734.64637,5582363.77022,603.54528,603.55292,0.00000
13429.20977,357736.26219,5582362.58938,603.45123,603.44518,0.00000
13431.20965,357737.85939,5582361.38483,603.33196,603.33926,0.00000
13433.20953,357739.43899,5582360.15825,603.23649,603.23894,0.00000
13435.20941,357741.00189,5582358.91067,603.14166,603.14481,0.00000
13437.20930,357742.54906,5582357.64313,603.06369,603.04831,0.00000
13439.20918,357744.08140,5582356.35666,602.93300,602.94590,0.00000
13441.20906,357745.59932,5582355.05186,602.84449,602.85089,0.00000
13443.20894,357747.09995,5582353.72675,602.77052,602.76468,0.00000
13445.20883,357748.57929,5582352.37841,602.67452,602.67921,0.00000
13447.20871,357750.03331,5582351.00392,602.59557,602.59505,0.00000
13449.20859,357751.45799,5582349.60036,602.51452,602.51065,0.00000
13451.20847,357752.84931,5582348.16481,602.42121,602.42399,0.00000
13453.20836,357754.20476,5582346.69567,602.33838,602.33719,0.00000
13455.20824,357755.52823,5582345.19694,602.25252,602.24906,0.00000
13457.20812,357756.82531,5582343.67407,602.15432,602.16037,0.00000
13459.20800,357758.10156,5582342.13254,602.07427,602.07590,0.00000
13461.20788,357759.36256,5582340.57780,601.99987,601.99203,0.00000
13463.20777,357760.61226,5582339.01402,601.90055,601.90384,0.00000
13465.20765,357761.84590,5582337.43842,601.81290,601.81639,0.00000
13467.20753,357763.05585,5582335.84592,601.73577,601.73104,0.00000
13469.20741,357764.23448,5582334.23145,601.64315,601.64277,0.00000
13471.20730,357765.37474,5582332.59032,601.55462,601.54936,0.00000
13473.20718,357766.47750,5582330.92328,601.45131,601.44953,0.00000
13475.20706,357767.54937,5582329.23505,601.34804,601.34330,0.00000
13477.20694,357768.59710,5582327.53040,601.23014,601.23301,0.00000
13479.20683,357769.62745,5582325.81413,601.12227,601.12376,0.00000
13481.20671,357770.64717,5582324.09103,601.01659,601.01801,0.00000
13483.20659,357771.66171,5582322.36494,600.91179,600.91644,0.00000
13485.20647,357772.67323,5582320.63727,600.82280,600.81750,0.00000
13487.20635,357773.68334,5582318.90903,600.71421,600.71744,0.00000
13489.20624,357774.69364,5582317.18124,600.61950,600.61670,0.00000
13491.20612,357775.70577,5582315.45492,600.51410,600.51556,0.00000
13493.20600,357776.72133,5582313.73108,600.41269,600.41600,0.00000
13495.20588,357777.74194,5582312.01074,600.32209,600.31828,0.00000
13497.20577,357778.76920,5582310.29491,600.21803,600.21914,0.00000
13499.20565,357779.80475,5582308.58462,600.12087,600.11856,0.00000
13501.20553,357780.85018,5582306.88088,600.01246,600.01890,0.00000
13503.20541,357781.90712,5582305.18470,599.92830,599.92063,0.00000
13505.20530,357782.97718,5582303.49711,599.81603,599.82040,0.00000
13507.20518,357784.06197,5582301.81911,599.72112,599.72102,0.00000
13509.20506,357785.16307,5582300.15170,599.62072,599.62506,0.00000
13511.20494,357786.28073,5582298.49498,599.53652,599.53038,0.00000
13513.20482,357787.41375,5582296.84809,599.43145,599.43271,0.00000
13515.20471,357788.56080,5582295.21008,599.33373,599.33301,0.00000
13517.20459,357789.72058,5582293.58002,599.23368,599.23209,0.00000
13519.20447,357790.89179,5582291.95697,599.13002,599.12941,0.00000
13521.20435,357792.07313,5582290.34001,599.02265,599.02820,0.00000
13523.20424,357793.26555,5582288.73032,598.93046,598.93235,0.00000
13525.20412,357794.47568,5582287.13440,598.84405,598.83735,0.00000
13527.20400,357795.71104,5582285.55958,598.74054,598.73452,0.00000
13529.20388,357796.97915,5582284.01321,598.62194,598.62343,0.00000
13531.20377,357798.28752,5582282.50262,598.51273,598.50828,0.00000
13533.20365,357799.64340,5582281.03491,598.38932,598.39056,0.00000
13535.20353,357801.04767,5582279.61194,598.26668,598.27608,0.00000
13537.20341,357802.49479,5582278.23024,598.17498,598.16724,0.00000
13539.20330,357803.97892,5582276.88611,598.05211,598.05827,0.00000
13541.20318,357805.49424,5582275.57586,597.95805,597.94598,0.00000
13543.20306,357807.03514,5582274.29595,597.82347,597.82734,0.00000
13545.20294,357808.59914,5582273.04549,597.70314,597.71017,0.00000
13547.20282,357810.18615,5582271.82553,597.60077,597.60080,0.00000
13549.20271,357811.79616,5582270.63719,597.49454,597.49483,0.00000
13551.20259,357813.42912,5582269.48158,597.39412,597.38575,0.00000
13553.20247,357815.08501,5582268.35983,597.26541,597.27232,0.00000
13555.20235,357816.76381,5582267.27304,597.16235,597.16027,0.00000
13557.20224,357818.46480,5582266.22117,597.04843,597.04958,0.00000
13559.20212,357820.18586,5582265.20179,596.94127,596.93724,0.00000
13561.20200,357821.92470,5582264.21217,596.82256,596.82053,0.00000
13563.20188,357823.67903,5582263.24958,596.70070,596.69924,0.00000
13565.20177,357825.44657,5582262.31130,596.57617,596.57404,0.00000
13567.20165,357827.22501,5582261.39458,596.44924,596.44356,0.00000
13569.20153,357829.01236,5582260.49669,596.30395,596.30826,0.00000
13571.20141,357830.80727,5582259.61482,596.17971,596.16944,0.00000
13573.20129,357832.60848,5582258.74614,596.01888,596.02618,0.00000
13575.20118,357834.41473,5582257.88785,595.88806,595.88197,0.00000
13577.20106,357836.22477,5582257.03712,595.73463,595.73576,0.00000
13579.20094,357838.03733,5582256.19116,595.58744,595.58894,0.00000
13581.20082,357839.85159,5582255.34817,595.44191,595.44533,0.00000
13583.20071,357841.66873,5582254.51127,595.30613,595.30491,0.00000
13585.20059,357843.49052,5582253.68495,595.16715,595.16327,0.00000
13587.20047,357845.31873,5582252.87370,595.01691,595.01817,0.00000
13589.20035,357847.15511,5582252.08205,594.87285,594.87177,0.00000
13591.20024,357849.00144,5582251.31448,594.72452,594.72489,0.00000
13593.20012,357850.85937,5582250.57529,594.57872,594.57718,0.00000
13595.20000,357852.72943,5582249.86664,594.42779,594.42879,0.00000
13597.19988,357854.61148,5582249.18943,594.27930,594.28183,0.00000
13599.19976,357856.50538,5582248.54455,594.13770,594.13788,0.00000
13601.19965,357858.41097,5582247.93289,593.99374,593.99643,0.00000
13603.19953,357860.32831,5582247.35660,593.86043,593.85508,0.00000
13605.19941,357862.26024,5582246.83556,593.70990,593.71029,0.00000
13607.19929,357864.21165,5582246.40271,593.56337,593.56327,0.00000
13609.19918,357866.18421,5582246.07600,593.41664,593.41519,0.00000
13611.19906,357868.17082,5582245.83206,593.26746,593.26409,0.00000
13613.19894,357870.16321,5582245.64143,593.10934,593.10928,0.00000
13615.19882,357872.15757,5582245.48696,592.95116,592.95434,0.00000
13617.19871,357874.15343,5582245.36082,592.80142,592.80319,0.00000
13619.19859,357876.15045,5582245.25538,592.65343,592.65659,0.00000
13621.19847,357878.14825,5582245.16304,592.51602,592.51248,0.00000
13623.19835,357880.14647,5582245.07619,592.36405,592.36905,0.00000
13625.19823,357882.14477,5582244.98785,592.22976,592.22749,0.00000
13627.19812,357884.14289,5582244.89449,592.08683,592.08610,0.00000
13629.19800,357886.14064,5582244.79372,591.93934,591.94690,0.00000
13631.19788,357888.13779,5582244.68316,591.81427,591.81456,0.00000
13633.19776,357890.13415,5582244.56041,591.68390,591.68752,0.00000
13635.19765,357892.12950,5582244.42310,591.56829,591.56102,0.00000
13637.19753,357894.12362,5582244.26882,591.42766,591.43136,0.00000
13639.19741,357896.11632,5582244.09521,591.30162,591.30151,0.00000
13641.19729,357898.10737,5582243.89987,591.17491,591.17160,0.00000
13643.19718,357900.09658,5582243.68041,591.03633,591.04043,0.00000
13645.19706,357902.08364,5582243.43435,590.91509,590.90857,0.00000
13647.19694,357904.06722,5582243.15791,590.76919,590.77563,0.00000
13649.19682,357906.04526,5582242.84641,590.64589,590.64516,0.00000
13651.19670,357908.01565,5582242.49512,590.51859,590.51498,0.00000
13653.19659,357909.97631,5582242.09936,590.38213,590.38076,0.00000
13655.19647,357911.92515,5582241.65440,590.24380,590.24246,0.00000
13657.19635,357913.86050,5582241.15676,590.10527,590.09926,0.00000
13659.19623,357915.78501,5582240.61555,589.94847,589.95024,0.00000
13661.19612,357917.70385,5582240.04729,589.80391,589.79666,0.00000
13663.19600,357919.62074,5582239.46492,589.63335,589.63920,0.00000
13665.19588,357921.52145,5582238.83767,589.48946,589.47782,0.00000
13667.19576,357923.38008,5582238.10620,589.31012,589.30592,0.00000
13669.19565,357925.18266,5582237.24140,589.12650,589.12321,0.00000
13671.19553,357926.94682,5582236.29398,588.93420,588.93487,0.00000
13673.19541,357928.68839,5582235.30967,588.74774,588.74314,0.00000
13675.19529,357930.40173,5582234.27896,588.54698,588.54720,0.00000
13677.19517,357932.07802,5582233.18585,588.35157,588.34752,0.00000
13679.19506,357933.71168,5582232.02829,588.14141,588.14548,0.00000
13681.19494,357935.29779,5582230.80708,587.95010,587.94154,0.00000
13683.19482,357936.83165,5582229.52325,587.72678,587.73589,0.00000
13685.19470,357938.31793,5582228.18570,587.53479,587.53462,0.00000
13687.19459,357939.77388,5582226.81403,587.33721,587.33744,0.00000
13689.19447,357941.21768,5582225.42861,587.13951,587.14168,0.00000
13691.19435,357942.66371,5582224.04563,586.95072,586.94568,0.00000
13693.19423,357944.11154,5582222.66515,586.74469,586.74727,0.00000
13695.19412,357945.55718,5582221.28328,586.54992,586.54882,0.00000
13697.19400,357946.99661,5582219.89614,586.34553,586.35444,0.00000
13699.19388,357948.42594,5582218.49996,586.17072,586.16581,0.00000
13701.19376,357949.84347,5582217.09306,585.97385,585.97952,0.00000
13703.19365,357951.24949,5582215.67570,585.79848,585.79491,0.00000
13705.19353,357952.64436,5582214.24819,585.60835,585.61035,0.00000
13707.19341,357954.02845,5582212.81085,585.42728,585.42505,0.00000
13709.19329,357955.40211,5582211.36400,585.23929,585.23796,0.00000
13711.19317,357956.76572,5582209.90795,585.04713,585.05006,0.00000
13713.19306,357958.11963,5582208.44302,584.86422,584.86331,0.00000
13715.19294,357959.46420,5582206.96954,584.68076,584.67459,0.00000
13717.19282,357960.79982,5582205.48781,584.47464,584.48478,0.00000
13719.19270,357962.12682,5582203.99816,584.30167,584.30106,0.00000
13721.19259,357963.44559,5582202.50091,584.12064,584.12168,0.00000
13723.19247,357964.75648,5582200.99636,583.94583,583.94089,0.00000
13725.19235,357966.05985,5582199.48485,583.75817,583.75488,0.00000
13727.19223,357967.35608,5582197.96668,583.55821,583.56793,0.00000
13729.19212,357968.64551,5582196.44218,583.39105,583.38562,0.00000
13731.19200,357969.92853,5582194.91166,583.20115,583.20386,0.00000
13733.19188,357971.20548,5582193.37544,583.02575,583.01926,0.00000
13735.19176,357972.47674,5582191.83384,582.83004,582.83015,0.00000
13737.19164,357973.74267,5582190.28717,582.63385,582.64197,0.00000
13739.19153,357975.00362,5582188.73576,582.46239,582.45996,0.00000
